date,location,year,month,day,rainfall_mm,temp_avg_c,soil_moisture_index
2023-02-27,Arusha,2023,2,27,0.86,23.74,0.57
2023-02-28,Arusha,2023,2,28,0.37,23.34,0.56
2023-03-01,Arusha,2023,3,1,0.42,23.68,0.56
2023-03-02,Arusha,2023,3,2,0.35,24.82,0.55
2023-03-03,Arusha,2023,3,3,3.31,24.58,0.55
2023-03-04,Arusha,2023,3,4,0.12,24.85,0.55
2023-03-05,Arusha,2023,3,5,0.09,24.55,0.55
2023-03-06,Arusha,2023,3,6,0.15,24.54,0.54
2023-03-07,Arusha,2023,3,7,0.37,25.17,0.54
2023-03-08,Arusha,2023,3,8,0.39,25.47,0.53
2023-03-09,Arusha,2023,3,9,0.63,25.75,0.53
2023-03-10,Arusha,2023,3,10,1.86,25.84,0.53
2023-03-11,Arusha,2023,3,11,0.57,25.15,0.53
2023-03-12,Arusha,2023,3,12,0.1,24.81,0.52
2023-03-13,Arusha,2023,3,13,0.2,24.99,0.52
2023-03-14,Arusha,2023,3,14,0.49,24.93,0.52
2023-03-15,Arusha,2023,3,15,5.92,23.93,0.51
2023-03-16,Arusha,2023,3,16,1.16,23.97,0.52
2023-03-17,Arusha,2023,3,17,0.24,24.34,0.51
2023-03-18,Arusha,2023,3,18,0.57,24.21,0.51
2023-03-19,Arusha,2023,3,19,1.94,20.9,0.51
2023-03-20,Arusha,2023,3,20,5.5,21.96,0.51
2023-03-21,Arusha,2023,3,21,4.11,22.59,0.52
2023-03-22,Arusha,2023,3,22,3.4,21.76,0.52
2023-03-23,Arusha,2023,3,23,1.91,22.13,0.52
2023-03-24,Arusha,2023,3,24,2.06,20.95,0.52
2023-03-25,Arusha,2023,3,25,3.72,21.59,0.52
2023-03-26,Arusha,2023,3,26,7.44,23.07,0.52
2023-03-27,Arusha,2023,3,27,2.03,23.89,0.53
2023-03-28,Arusha,2023,3,28,23.97,21.75,0.53
2023-03-29,Arusha,2023,3,29,8.16,22.57,0.56
2023-03-30,Arusha,2023,3,30,0.34,23.07,0.56
2023-03-31,Arusha,2023,3,31,0.98,23.17,0.56
2023-04-01,Arusha,2023,4,1,0.19,23.67,0.55
2023-04-02,Arusha,2023,4,2,1.54,23.25,0.55
2023-04-03,Arusha,2023,4,3,3.1,22.95,0.55
2023-04-04,Arusha,2023,4,4,1.35,22.95,0.55
2023-04-05,Arusha,2023,4,5,9.5,21.7,0.55
2023-04-06,Arusha,2023,4,6,1.09,22.61,0.55
2023-04-07,Arusha,2023,4,7,1.59,23.21,0.55
2023-04-08,Arusha,2023,4,8,1.14,23.3,0.55
2023-04-09,Arusha,2023,4,9,0.31,23.21,0.55
2023-04-10,Arusha,2023,4,10,5.63,23.09,0.54
2023-04-11,Arusha,2023,4,11,3.63,22.76,0.55
2023-04-12,Arusha,2023,4,12,2.42,23.23,0.55
2023-04-13,Arusha,2023,4,13,3.99,22.44,0.55
2023-04-14,Arusha,2023,4,14,0.64,23.22,0.55
2023-04-15,Arusha,2023,4,15,1.31,22.88,0.54
2023-04-16,Arusha,2023,4,16,3.92,22.74,0.54
2023-04-17,Arusha,2023,4,17,10.14,22.05,0.55
2023-04-18,Arusha,2023,4,18,16.02,21.39,0.56
2023-04-19,Arusha,2023,4,19,10.28,21.25,0.57
2023-04-20,Arusha,2023,4,20,5.76,21.89,0.58
2023-04-21,Arusha,2023,4,21,8.37,22.13,0.58
2023-04-22,Arusha,2023,4,22,74.25,19.96,0.63
2023-04-23,Arusha,2023,4,23,22.78,20.26,0.69
2023-04-24,Arusha,2023,4,24,18.21,20.3,0.7
2023-04-25,Arusha,2023,4,25,11.37,20.83,0.71
2023-04-26,Arusha,2023,4,26,1.86,20.89,0.72
2023-04-27,Arusha,2023,4,27,2.1,20.42,0.71
2023-04-28,Arusha,2023,4,28,3.54,20.53,0.71
2023-04-29,Arusha,2023,4,29,20.57,20.07,0.71
2023-04-30,Arusha,2023,4,30,5.45,19.39,0.73
2023-05-01,Arusha,2023,5,1,0.4,19.88,0.72
2023-05-02,Arusha,2023,5,2,3.73,20.51,0.72
2023-05-03,Arusha,2023,5,3,4.13,19.93,0.71
2023-05-04,Arusha,2023,5,4,1.48,19.28,0.71
2023-05-05,Arusha,2023,5,5,0.57,19.76,0.71
2023-05-06,Arusha,2023,5,6,0.53,20.59,0.7
2023-05-07,Arusha,2023,5,7,0.89,21.1,0.7
2023-05-08,Arusha,2023,5,8,1.15,20.81,0.69
2023-05-09,Arusha,2023,5,9,1.07,20.54,0.69
2023-05-10,Arusha,2023,5,10,0.64,20.32,0.68
2023-05-11,Arusha,2023,5,11,0.95,20.67,0.68
2023-05-12,Arusha,2023,5,12,0.51,21.0,0.67
2023-05-13,Arusha,2023,5,13,0.96,21.43,0.67
2023-05-14,Arusha,2023,5,14,0.25,21.19,0.66
2023-05-15,Arusha,2023,5,15,0.3,21.03,0.65
2023-05-16,Arusha,2023,5,16,36.64,20.95,0.66
2023-05-17,Arusha,2023,5,17,54.34,20.91,0.72
2023-05-18,Arusha,2023,5,18,33.73,20.48,0.76
2023-05-19,Arusha,2023,5,19,9.38,19.43,0.77
2023-05-20,Arusha,2023,5,20,3.48,19.82,0.77
2023-05-21,Arusha,2023,5,21,2.52,20.68,0.77
2023-05-22,Arusha,2023,5,22,0.24,20.64,0.77
2023-05-23,Arusha,2023,5,23,0.3,20.58,0.76
2023-05-24,Arusha,2023,5,24,0.1,19.66,0.76
2023-05-25,Arusha,2023,5,25,0.16,20.03,0.75
2023-05-26,Arusha,2023,5,26,4.97,19.45,0.75
2023-05-27,Arusha,2023,5,27,4.22,18.93,0.74
2023-05-28,Arusha,2023,5,28,12.12,19.2,0.75
2023-05-29,Arusha,2023,5,29,7.96,18.75,0.75
2023-05-30,Arusha,2023,5,30,2.54,18.74,0.75
2023-05-31,Arusha,2023,5,31,1.34,18.62,0.75
2023-06-01,Arusha,2023,6,1,3.29,19.77,0.75
2023-06-02,Arusha,2023,6,2,12.22,19.99,0.75
2023-06-03,Arusha,2023,6,3,4.81,19.55,0.75
2023-06-04,Arusha,2023,6,4,1.6,19.25,0.75
2023-06-05,Arusha,2023,6,5,2.36,19.58,0.75
2023-06-06,Arusha,2023,6,6,1.1,19.09,0.74
2023-06-07,Arusha,2023,6,7,0.8,18.4,0.74
2023-06-08,Arusha,2023,6,8,0.81,19.01,0.73
2023-06-09,Arusha,2023,6,9,1.09,19.49,0.73
2023-06-10,Arusha,2023,6,10,0.38,19.71,0.72
2023-06-11,Arusha,2023,6,11,0.09,19.49,0.72
2023-06-12,Arusha,2023,6,12,0.39,19.74,0.71
2023-06-13,Arusha,2023,6,13,0.45,18.26,0.71
2023-06-14,Arusha,2023,6,14,0.18,19.93,0.71
2023-06-15,Arusha,2023,6,15,34.44,19.72,0.72
2023-06-16,Arusha,2023,6,16,55.06,18.49,0.77
2023-06-17,Arusha,2023,6,17,31.03,17.58,0.8
2023-06-18,Arusha,2023,6,18,22.15,17.78,0.82
2023-06-19,Arusha,2023,6,19,26.41,17.78,0.84
2023-06-20,Arusha,2023,6,20,4.52,18.43,0.85
2023-06-21,Arusha,2023,6,21,0.26,17.81,0.84
2023-06-22,Arusha,2023,6,22,0.38,18.21,0.84
2023-06-23,Arusha,2023,6,23,0.54,18.18,0.83
2023-06-24,Arusha,2023,6,24,0.09,16.8,0.83
2023-06-25,Arusha,2023,6,25,0.11,17.25,0.82
2023-06-26,Arusha,2023,6,26,0.31,16.97,0.82
2023-06-27,Arusha,2023,6,27,0.18,17.13,0.81
2023-06-28,Arusha,2023,6,28,0.12,17.34,0.81
2023-06-29,Arusha,2023,6,29,0.45,17.78,0.8
2023-06-30,Arusha,2023,6,30,1.16,17.72,0.8
2023-07-01,Arusha,2023,7,1,1.51,17.59,0.8
2023-07-02,Arusha,2023,7,2,1.6,17.5,0.79
2023-07-03,Arusha,2023,7,3,1.7,17.39,0.79
2023-07-04,Arusha,2023,7,4,1.46,17.17,0.79
2023-07-05,Arusha,2023,7,5,0.42,17.37,0.78
2023-07-06,Arusha,2023,7,6,1.43,17.1,0.78
2023-07-07,Arusha,2023,7,7,1.24,16.5,0.78
2023-07-08,Arusha,2023,7,8,1.18,16.91,0.77
2023-07-09,Arusha,2023,7,9,0.32,17.4,0.77
2023-07-10,Arusha,2023,7,10,0.08,18.07,0.76
2023-07-11,Arusha,2023,7,11,0.47,18.79,0.76
2023-07-12,Arusha,2023,7,12,1.4,18.5,0.75
2023-07-13,Arusha,2023,7,13,1.12,17.47,0.75
2023-07-14,Arusha,2023,7,14,0.85,17.22,0.74
2023-07-15,Arusha,2023,7,15,0.28,16.9,0.74
2023-07-16,Arusha,2023,7,16,0.15,17.02,0.74
2023-07-17,Arusha,2023,7,17,0.23,17.46,0.73
2023-07-18,Arusha,2023,7,18,0.23,17.9,0.73
2023-07-19,Arusha,2023,7,19,0.22,18.15,0.72
2023-07-20,Arusha,2023,7,20,0.27,18.63,0.72
2023-07-21,Arusha,2023,7,21,0.33,18.57,0.71
2023-07-22,Arusha,2023,7,22,0.69,18.15,0.71
2023-07-23,Arusha,2023,7,23,0.65,18.89,0.7
2023-07-24,Arusha,2023,7,24,0.66,19.05,0.7
2023-07-25,Arusha,2023,7,25,0.58,19.08,0.7
2023-07-26,Arusha,2023,7,26,0.35,17.99,0.69
2023-07-27,Arusha,2023,7,27,0.52,17.88,0.69
2023-07-28,Arusha,2023,7,28,0.53,18.27,0.68
2023-07-29,Arusha,2023,7,29,0.19,18.47,0.68
2023-07-30,Arusha,2023,7,30,0.37,18.98,0.67
2023-07-31,Arusha,2023,7,31,0.25,19.11,0.67
2023-08-01,Arusha,2023,8,1,0.46,18.72,0.66
2023-08-02,Arusha,2023,8,2,0.99,18.48,0.66
2023-08-03,Arusha,2023,8,3,1.28,18.26,0.66
2023-08-04,Arusha,2023,8,4,65.41,17.29,0.7
2023-08-05,Arusha,2023,8,5,118.69,17.46,0.78
2023-08-06,Arusha,2023,8,6,81.89,17.78,0.85
2023-08-07,Arusha,2023,8,7,77.52,17.37,0.88
2023-08-08,Arusha,2023,8,8,109.83,17.69,0.91
2023-08-09,Arusha,2023,8,9,16.11,17.69,0.92
2023-08-10,Arusha,2023,8,10,0.05,17.56,0.92
2023-08-11,Arusha,2023,8,11,0.08,17.26,0.91
2023-08-12,Arusha,2023,8,12,0.07,17.19,0.91
2023-08-13,Arusha,2023,8,13,0.04,17.78,0.9
2023-08-14,Arusha,2023,8,14,0.3,18.21,0.89
2023-08-15,Arusha,2023,8,15,0.67,19.11,0.89
2023-08-16,Arusha,2023,8,16,0.48,18.92,0.88
2023-08-17,Arusha,2023,8,17,0.75,18.44,0.88
2023-08-18,Arusha,2023,8,18,0.31,18.44,0.87
2023-08-19,Arusha,2023,8,19,0.05,17.65,0.86
2023-08-20,Arusha,2023,8,20,0.01,17.71,0.85
2023-08-21,Arusha,2023,8,21,0.06,18.49,0.85
2023-08-22,Arusha,2023,8,22,0.04,19.29,0.84
2023-08-23,Arusha,2023,8,23,0.07,19.1,0.83
2023-08-24,Arusha,2023,8,24,0.04,18.65,0.83
2023-08-25,Arusha,2023,8,25,0.12,19.08,0.82
2023-08-26,Arusha,2023,8,26,0.06,19.04,0.81
2023-08-27,Arusha,2023,8,27,0.1,19.2,0.81
2023-08-28,Arusha,2023,8,28,0.28,18.88,0.8
2023-08-29,Arusha,2023,8,29,0.39,18.58,0.79
2023-08-30,Arusha,2023,8,30,0.51,18.46,0.79
2023-08-31,Arusha,2023,8,31,0.23,19.07,0.78
2023-09-01,Arusha,2023,9,1,0.25,19.49,0.78
2023-09-02,Arusha,2023,9,2,0.17,19.59,0.77
2023-09-03,Arusha,2023,9,3,0.42,19.3,0.77
2023-09-04,Arusha,2023,9,4,0.45,18.99,0.76
2023-09-05,Arusha,2023,9,5,0.42,19.6,0.76
2023-09-06,Arusha,2023,9,6,0.5,20.12,0.75
2023-09-07,Arusha,2023,9,7,0.96,20.88,0.75
2023-09-08,Arusha,2023,9,8,0.92,20.19,0.74
2023-09-09,Arusha,2023,9,9,0.89,19.55,0.74
2023-09-10,Arusha,2023,9,10,0.48,19.46,0.73
2023-09-11,Arusha,2023,9,11,0.43,20.51,0.73
2023-09-12,Arusha,2023,9,12,0.29,21.04,0.72
2023-09-13,Arusha,2023,9,13,0.42,20.75,0.71
2023-09-14,Arusha,2023,9,14,0.1,19.63,0.71
2023-09-15,Arusha,2023,9,15,0.11,19.98,0.7
2023-09-16,Arusha,2023,9,16,0.07,20.13,0.7
2023-09-17,Arusha,2023,9,17,0.11,20.67,0.69
2023-09-18,Arusha,2023,9,18,0.21,20.64,0.68
2023-09-19,Arusha,2023,9,19,0.43,20.41,0.68
2023-09-20,Arusha,2023,9,20,0.29,20.63,0.67
2023-09-21,Arusha,2023,9,21,0.27,21.03,0.67
2023-09-22,Arusha,2023,9,22,1.0,21.1,0.66
2023-09-23,Arusha,2023,9,23,1.19,20.71,0.66
2023-09-24,Arusha,2023,9,24,1.47,20.73,0.65
2023-09-25,Arusha,2023,9,25,0.58,20.16,0.65
2023-09-26,Arusha,2023,9,26,0.62,20.05,0.64
2023-09-27,Arusha,2023,9,27,1.23,21.09,0.64
2023-09-28,Arusha,2023,9,28,1.73,21.44,0.64
2023-09-29,Arusha,2023,9,29,3.48,21.52,0.63
2023-09-30,Arusha,2023,9,30,0.95,21.06,0.63
2023-10-01,Arusha,2023,10,1,0.93,21.16,0.62
2023-10-02,Arusha,2023,10,2,0.48,20.34,0.62
2023-10-03,Arusha,2023,10,3,13.95,20.45,0.62
2023-10-04,Arusha,2023,10,4,28.31,20.79,0.65
2023-10-05,Arusha,2023,10,5,4.18,20.67,0.66
2023-10-06,Arusha,2023,10,6,12.74,20.66,0.66
2023-10-07,Arusha,2023,10,7,2.74,20.26,0.66
2023-10-08,Arusha,2023,10,8,0.16,20.6,0.66
2023-10-09,Arusha,2023,10,9,1.28,21.28,0.65
2023-10-10,Arusha,2023,10,10,3.21,20.94,0.65
2023-10-11,Arusha,2023,10,11,0.68,20.52,0.64
2023-10-12,Arusha,2023,10,12,0.04,21.18,0.64
2023-10-13,Arusha,2023,10,13,0.33,22.2,0.63
2023-10-14,Arusha,2023,10,14,0.3,22.57,0.62
2023-10-15,Arusha,2023,10,15,2.89,22.91,0.62
2023-10-16,Arusha,2023,10,16,1.37,23.31,0.62
2023-10-17,Arusha,2023,10,17,0.58,23.2,0.61
2023-10-18,Arusha,2023,10,18,1.33,23.26,0.61
2023-10-19,Arusha,2023,10,19,2.9,22.54,0.61
2023-10-20,Arusha,2023,10,20,4.18,22.08,0.6
2023-10-21,Arusha,2023,10,21,1.57,22.43,0.6
2023-10-22,Arusha,2023,10,22,0.07,21.58,0.6
2023-10-23,Arusha,2023,10,23,0.06,21.92,0.59
2023-10-24,Arusha,2023,10,24,1.04,22.47,0.59
2023-10-25,Arusha,2023,10,25,0.77,23.23,0.59
2023-10-26,Arusha,2023,10,26,0.19,23.37,0.58
2023-10-27,Arusha,2023,10,27,0.09,23.36,0.58
2023-10-28,Arusha,2023,10,28,2.52,22.95,0.57
2023-10-29,Arusha,2023,10,29,1.85,22.95,0.57
2023-10-30,Arusha,2023,10,30,4.27,21.77,0.57
2023-10-31,Arusha,2023,10,31,6.89,21.86,0.57
2023-11-01,Arusha,2023,11,1,2.34,22.68,0.58
2023-11-02,Arusha,2023,11,2,42.45,21.64,0.59
2023-11-03,Arusha,2023,11,3,189.94,20.14,0.69
2023-11-04,Arusha,2023,11,4,40.01,20.01,0.78
2023-11-05,Arusha,2023,11,5,54.4,20.36,0.82
2023-11-06,Arusha,2023,11,6,52.19,20.18,0.86
2023-11-07,Arusha,2023,11,7,2.95,20.84,0.87
2023-11-08,Arusha,2023,11,8,4.73,21.06,0.87
2023-11-09,Arusha,2023,11,9,5.9,21.44,0.86
2023-11-10,Arusha,2023,11,10,21.26,21.14,0.86
2023-11-11,Arusha,2023,11,11,8.52,20.95,0.87
2023-11-12,Arusha,2023,11,12,33.04,21.28,0.88
2023-11-13,Arusha,2023,11,13,17.27,21.44,0.9
2023-11-14,Arusha,2023,11,14,5.18,21.65,0.89
2023-11-15,Arusha,2023,11,15,21.23,21.5,0.89
2023-11-16,Arusha,2023,11,16,37.14,20.83,0.91
2023-11-17,Arusha,2023,11,17,24.1,20.08,0.92
2023-11-18,Arusha,2023,11,18,9.72,20.57,0.92
2023-11-19,Arusha,2023,11,19,2.89,20.68,0.91
2023-11-20,Arusha,2023,11,20,2.81,20.91,0.9
2023-11-21,Arusha,2023,11,21,2.37,20.81,0.9
2023-11-22,Arusha,2023,11,22,5.08,21.13,0.9
2023-11-23,Arusha,2023,11,23,9.31,20.68,0.89
2023-11-24,Arusha,2023,11,24,6.74,20.43,0.89
2023-11-25,Arusha,2023,11,25,17.18,19.74,0.89
2023-11-26,Arusha,2023,11,26,22.81,20.68,0.9
2023-11-27,Arusha,2023,11,27,4.91,21.14,0.91
2023-11-28,Arusha,2023,11,28,3.01,22.09,0.9
2023-11-29,Arusha,2023,11,29,1.17,21.97,0.9
2023-11-30,Arusha,2023,11,30,1.6,22.5,0.89
2023-12-01,Arusha,2023,12,1,2.27,22.06,0.89
2023-12-02,Arusha,2023,12,2,5.37,21.38,0.88
2023-12-03,Arusha,2023,12,3,5.31,21.26,0.88
2023-12-04,Arusha,2023,12,4,3.65,22.04,0.88
2023-12-05,Arusha,2023,12,5,9.9,21.58,0.88
2023-12-06,Arusha,2023,12,6,4.72,21.85,0.88
2023-12-07,Arusha,2023,12,7,1.15,21.61,0.87
2023-12-08,Arusha,2023,12,8,2.28,21.41,0.87
2023-12-09,Arusha,2023,12,9,3.3,21.16,0.86
2023-12-10,Arusha,2023,12,10,5.25,20.78,0.86
2023-12-11,Arusha,2023,12,11,4.77,20.91,0.86
2023-12-12,Arusha,2023,12,12,4.52,22.05,0.86
2023-12-13,Arusha,2023,12,13,0.87,21.33,0.85
2023-12-14,Arusha,2023,12,14,12.68,21.62,0.85
2023-12-15,Arusha,2023,12,15,4.67,21.75,0.86
2023-12-16,Arusha,2023,12,16,1.02,21.78,0.85
2023-12-17,Arusha,2023,12,17,1.96,21.93,0.85
2023-12-18,Arusha,2023,12,18,1.52,22.49,0.84
2023-12-19,Arusha,2023,12,19,1.34,22.73,0.84
2023-12-20,Arusha,2023,12,20,1.47,22.14,0.83
2023-12-21,Arusha,2023,12,21,1.23,23.11,0.83
2023-12-22,Arusha,2023,12,22,2.34,22.28,0.82
2023-12-23,Arusha,2023,12,23,2.61,21.97,0.82
2023-12-24,Arusha,2023,12,24,9.35,22.78,0.82
2023-12-25,Arusha,2023,12,25,4.81,23.14,0.82
2023-12-26,Arusha,2023,12,26,3.88,22.71,0.82
2023-12-27,Arusha,2023,12,27,1.75,22.98,0.81
2023-12-28,Arusha,2023,12,28,7.35,22.38,0.81
2023-12-29,Arusha,2023,12,29,6.92,22.83,0.81
2023-12-30,Arusha,2023,12,30,3.25,22.79,0.81
2023-12-31,Arusha,2023,12,31,0.83,22.58,0.81
2024-01-01,Arusha,2024,1,1,4.47,22.6,0.81
2024-01-02,Arusha,2024,1,2,12.03,23.05,0.81
2024-01-03,Arusha,2024,1,3,19.39,22.36,0.82
2024-01-04,Arusha,2024,1,4,14.28,21.63,0.83
2024-01-05,Arusha,2024,1,5,34.03,20.76,0.86
2024-01-06,Arusha,2024,1,6,2.23,20.83,0.86
2024-01-07,Arusha,2024,1,7,9.09,20.79,0.86
2024-01-08,Arusha,2024,1,8,7.12,21.74,0.87
2024-01-09,Arusha,2024,1,9,1.9,22.29,0.86
2024-01-10,Arusha,2024,1,10,2.56,21.56,0.86
2024-01-11,Arusha,2024,1,11,2.38,20.5,0.86
2024-01-12,Arusha,2024,1,12,3.33,21.36,0.85
2024-01-13,Arusha,2024,1,13,1.38,21.56,0.85
2024-01-14,Arusha,2024,1,14,1.99,21.1,0.85
2024-01-15,Arusha,2024,1,15,5.19,21.66,0.85
2024-01-16,Arusha,2024,1,16,7.26,21.73,0.85
2024-01-17,Arusha,2024,1,17,1.79,21.2,0.85
2024-01-18,Arusha,2024,1,18,1.15,22.14,0.85
2024-01-19,Arusha,2024,1,19,4.42,22.21,0.84
2024-01-20,Arusha,2024,1,20,6.54,22.18,0.85
2024-01-21,Arusha,2024,1,21,2.88,21.98,0.85
2024-01-22,Arusha,2024,1,22,1.01,22.3,0.84
2024-01-23,Arusha,2024,1,23,0.12,22.51,0.83
2024-01-24,Arusha,2024,1,24,0.02,22.55,0.83
2024-01-25,Arusha,2024,1,25,0.77,21.65,0.82
2024-01-26,Arusha,2024,1,26,0.41,22.31,0.82
2024-01-27,Arusha,2024,1,27,0.31,22.68,0.81
2024-01-28,Arusha,2024,1,28,0.23,22.93,0.8
2024-01-29,Arusha,2024,1,29,0.95,23.46,0.8
2024-01-30,Arusha,2024,1,30,15.07,21.88,0.79
2024-01-31,Arusha,2024,1,31,10.79,22.47,0.81
2024-02-01,Arusha,2024,2,1,2.02,22.2,0.81
2024-02-02,Arusha,2024,2,2,0.14,22.63,0.8
2024-02-03,Arusha,2024,2,3,0.17,22.96,0.79
2024-02-04,Arusha,2024,2,4,0.28,23.54,0.79
2024-02-05,Arusha,2024,2,5,2.42,23.25,0.78
2024-02-06,Arusha,2024,2,6,1.01,23.07,0.77
2024-02-07,Arusha,2024,2,7,1.26,22.66,0.77
2024-02-08,Arusha,2024,2,8,0.17,22.24,0.76
2024-02-09,Arusha,2024,2,9,0.07,22.93,0.75
2024-02-10,Arusha,2024,2,10,0.87,23.02,0.75
2024-02-11,Arusha,2024,2,11,1.19,22.48,0.74
2024-02-12,Arusha,2024,2,12,0.31,22.95,0.74
2024-02-13,Arusha,2024,2,13,1.47,23.29,0.73
2024-02-14,Arusha,2024,2,14,4.17,23.88,0.73
2024-02-15,Arusha,2024,2,15,0.02,23.55,0.72
2024-02-16,Arusha,2024,2,16,0.02,22.6,0.72
2024-02-17,Arusha,2024,2,17,0.04,23.69,0.71
2024-02-18,Arusha,2024,2,18,0.28,24.28,0.7
2024-02-19,Arusha,2024,2,19,0.12,24.45,0.7
2024-02-20,Arusha,2024,2,20,12.17,23.81,0.7
2024-02-21,Arusha,2024,2,21,5.43,24.01,0.7
2024-02-22,Arusha,2024,2,22,13.19,23.73,0.7
2024-02-23,Arusha,2024,2,23,8.31,23.18,0.71
2024-02-24,Arusha,2024,2,24,21.02,22.1,0.71
2024-02-25,Arusha,2024,2,25,9.31,22.37,0.73
2024-02-26,Arusha,2024,2,26,2.4,22.8,0.73
2024-02-27,Arusha,2024,2,27,28.77,22.02,0.73
2024-02-28,Arusha,2024,2,28,36.06,21.79,0.77
2024-02-29,Arusha,2024,2,29,3.23,21.98,0.79
2024-03-01,Arusha,2024,3,1,12.51,22.05,0.79
2024-03-02,Arusha,2024,3,2,3.54,22.47,0.79
2024-03-03,Arusha,2024,3,3,0.23,22.68,0.79
2024-03-04,Arusha,2024,3,4,1.31,23.27,0.78
2024-03-05,Arusha,2024,3,5,0.76,22.43,0.78
2024-03-06,Arusha,2024,3,6,0.73,21.97,0.77
2024-03-07,Arusha,2024,3,7,0.8,21.74,0.77
2024-03-08,Arusha,2024,3,8,1.01,22.09,0.76
2024-03-09,Arusha,2024,3,9,3.53,22.08,0.76
2024-03-10,Arusha,2024,3,10,8.73,22.6,0.76
2024-03-11,Arusha,2024,3,11,0.8,22.66,0.75
2024-03-12,Arusha,2024,3,12,0.9,22.36,0.74
2024-03-13,Arusha,2024,3,13,4.09,21.59,0.74
2024-03-14,Arusha,2024,3,14,2.92,22.34,0.74
2024-03-15,Arusha,2024,3,15,2.15,22.58,0.73
2024-03-16,Arusha,2024,3,16,3.78,22.58,0.73
2024-03-17,Arusha,2024,3,17,7.5,22.31,0.73
2024-03-18,Arusha,2024,3,18,4.11,21.48,0.73
2024-03-19,Arusha,2024,3,19,0.94,22.25,0.73
2024-03-20,Arusha,2024,3,20,3.01,22.56,0.72
2024-03-21,Arusha,2024,3,21,2.98,22.76,0.72
2024-03-22,Arusha,2024,3,22,1.13,23.07,0.71
2024-03-23,Arusha,2024,3,23,3.9,22.99,0.71
2024-03-24,Arusha,2024,3,24,12.44,21.2,0.72
2024-03-25,Arusha,2024,3,25,3.16,20.59,0.72
2024-03-26,Arusha,2024,3,26,1.5,22.33,0.72
2024-03-27,Arusha,2024,3,27,2.36,22.44,0.72
2024-03-28,Arusha,2024,3,28,3.77,23.32,0.71
2024-03-29,Arusha,2024,3,29,21.31,22.96,0.71
2024-03-30,Arusha,2024,3,30,6.45,22.5,0.73
2024-03-31,Arusha,2024,3,31,2.4,21.65,0.73
2024-04-01,Arusha,2024,4,1,8.65,21.93,0.73
2024-04-02,Arusha,2024,4,2,5.23,20.92,0.73
2024-04-03,Arusha,2024,4,3,11.69,21.05,0.73
2024-04-04,Arusha,2024,4,4,4.93,20.85,0.74
2024-04-05,Arusha,2024,4,5,3.71,21.27,0.74
2024-04-06,Arusha,2024,4,6,4.53,20.9,0.74
2024-04-07,Arusha,2024,4,7,0.54,21.97,0.73
2024-04-08,Arusha,2024,4,8,12.01,20.71,0.74
2024-04-09,Arusha,2024,4,9,5.87,21.35,0.74
2024-04-10,Arusha,2024,4,10,3.58,22.23,0.74
2024-04-11,Arusha,2024,4,11,6.9,21.13,0.74
2024-04-12,Arusha,2024,4,12,7.03,21.91,0.75
2024-04-13,Arusha,2024,4,13,20.04,21.05,0.76
2024-04-14,Arusha,2024,4,14,13.76,20.18,0.77
2024-04-15,Arusha,2024,4,15,5.46,20.34,0.78
2024-04-16,Arusha,2024,4,16,7.28,20.49,0.78
2024-04-17,Arusha,2024,4,17,10.65,20.04,0.78
2024-04-18,Arusha,2024,4,18,9.13,20.45,0.79
2024-04-19,Arusha,2024,4,19,5.25,18.88,0.79
2024-04-20,Arusha,2024,4,20,12.3,19.41,0.79
2024-04-21,Arusha,2024,4,21,4.15,20.42,0.79
2024-04-22,Arusha,2024,4,22,3.18,20.88,0.79
2024-04-23,Arusha,2024,4,23,4.66,20.96,0.79
2024-04-24,Arusha,2024,4,24,10.26,20.58,0.79
2024-04-25,Arusha,2024,4,25,15.95,20.16,0.79
2024-04-26,Arusha,2024,4,26,9.95,20.28,0.81
2024-04-27,Arusha,2024,4,27,3.21,20.68,0.8
2024-04-28,Arusha,2024,4,28,2.29,19.62,0.8
2024-04-29,Arusha,2024,4,29,1.39,19.92,0.8
2024-04-30,Arusha,2024,4,30,1.44,20.85,0.79
2024-05-01,Arusha,2024,5,1,0.32,20.33,0.79
2024-05-02,Arusha,2024,5,2,0.74,21.76,0.78
2024-05-03,Arusha,2024,5,3,1.18,21.85,0.78
2024-05-04,Arusha,2024,5,4,1.27,21.37,0.77
2024-05-05,Arusha,2024,5,5,2.99,19.3,0.77
2024-05-06,Arusha,2024,5,6,12.75,19.31,0.78
2024-05-07,Arusha,2024,5,7,6.3,19.85,0.78
2024-05-08,Arusha,2024,5,8,3.46,20.16,0.78
2024-05-09,Arusha,2024,5,9,4.99,19.35,0.78
2024-05-10,Arusha,2024,5,10,6.47,19.74,0.78
2024-05-11,Arusha,2024,5,11,0.25,20.16,0.77
2024-05-12,Arusha,2024,5,12,0.14,19.44,0.77
2024-05-13,Arusha,2024,5,13,0.09,19.48,0.76
2024-05-14,Arusha,2024,5,14,0.25,20.62,0.75
2024-05-15,Arusha,2024,5,15,0.21,20.72,0.75
2024-05-16,Arusha,2024,5,16,3.42,20.55,0.74
2024-05-17,Arusha,2024,5,17,1.09,20.19,0.74
2024-05-18,Arusha,2024,5,18,0.49,20.41,0.73
2024-05-19,Arusha,2024,5,19,0.93,20.8,0.73
2024-05-20,Arusha,2024,5,20,1.19,20.32,0.72
2024-05-21,Arusha,2024,5,21,1.81,20.2,0.72
